date,frequency,number of offers,corrapted_rows,Postes,Secteurs,nombre de postes,date publication,date de debut,lieux,contrats,description de profil,formations,Expérience professionnelle,langues,competences spécifiques
2024-03-13,daily,5565,0,100.0,99.87421383647799,100.0,100.0,29.721473495058397,99.64061096136568,99.64061096136568,39.73045822102426,85.85804132973945,40.4492362982929,74.62713387241689,5.9658580413297395
2024-03-14,daily,930,0,100.0,99.89247311827957,100.0,100.0,26.344086021505376,99.67741935483872,99.56989247311829,40.64516129032258,83.01075268817203,40.32258064516129,77.52688172043011,7.849462365591398
2024-03-15,daily,15,0,100.0,100.0,100.0,100.0,100.0,86.66666666666667,66.66666666666666
